stop_name,train_class,day_of_week,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
TRANI,IC,Mon,8.35064935064935,4.0,16,154,83,58,34,41.272693,16.417646
ALESSANDRIA,IC,Mon,2.8484848484848486,1.0,12,99,28,20,6,44.909091,8.606498
ARIANO IRPINO,IC,Mon,1.8846153846153846,-1.0,2,26,7,7,2,41.181883,15.117508
AVERSA,IC,Mon,5.440789473684211,1.0,27,304,100,78,45,40.973323,14.218578
BARLETTA,IC,Mon,7.559006211180124,4.0,18,161,81,58,34,41.315227,16.278867
BISCEGLIE,IC,Mon,8.605095541401274,4.0,17,157,90,59,34,41.235445,16.499484
BOLOGNA C.LE,IC,Mon,3.4352941176470586,0.0,31,255,78,62,39,44.50626,11.342267
BOTRICELLO,IC,Mon,9.959183673469388,7.0,4,49,44,37,16,38.933943,16.857433
BOVALINO,IC,Mon,9.979591836734693,5.0,4,49,32,24,14,38.149087,16.180584
BRESSANONE,IC,Mon,6.0,6.0,1,1,1,1,0,46.710088,11.649677
CAPACCIO ROCCADASPIDE,IC,Mon,7.378378378378378,1.0,3,37,15,10,7,40.454518,15.013551
CARIATI,IC,Mon,13.714285714285714,13.0,4,49,40,37,29,39.496884,16.952018
CARONIA,IC,Mon,-1.0,-1.0,1,1,0,0,0,38.034475,14.443761
CIVITAVECCHIA,IC,Mon,7.769230769230769,3.0,11,91,44,35,20,42.088287,11.79815
CONEGLIANO,IC,Mon,0.25,-1.0,1,4,0,0,0,45.884706,12.298909
CUTRO,IC,Mon,11.923076923076923,10.0,1,13,11,9,6,39.02593,16.963809
DIANO,IC,Mon,3.0,3.0,1,1,0,0,0,,
FAENZA,IC,Mon,5.180555555555555,2.0,14,144,46,32,18,44.293594,11.883268
FASANO,IC,Mon,5.130434782608695,2.0,11,92,34,25,14,40.851753,17.3859
FOLIGNO,IC,Mon,3.696078431372549,3.0,8,102,46,33,13,42.954261,12.711096
FORLI`,IC,Mon,5.048951048951049,1.0,13,143,49,37,20,44.22413,12.054871
GENOVA P.PRINCIPE,IC,Mon,2.7480719794344473,1.0,37,389,124,84,32,44.417784,8.9207
GIOIOSA JONICA,IC,Mon,8.489795918367347,5.0,4,49,29,23,12,38.300812,16.332501
GIOJOSA MAREA,IC,Mon,-2.0,-2.0,1,1,0,0,0,38.175149,14.894794
GORIZIA CENTRALE,IC,Mon,-4.5,-5.0,1,4,0,0,0,45.933047,13.60684
IMPERIA,IC,Mon,5.929203539823009,5.0,10,113,77,54,18,43.88051,8.019182
LA SPEZIA CENTRALE,IC,Mon,4.048507462686567,1.0,27,268,82,57,31,44.11141,9.813906
LAMEZIA TERME CENTRALE,IC,Mon,8.802631578947368,1.0,17,152,44,33,20,38.921347,16.255577
LATIANO,IC,Mon,10.153846153846153,2.0,1,13,5,3,2,40.558074,17.717629
LETOJANNI,IC,Mon,65.0,-4.0,1,2,1,1,1,37.877581,15.303128
MASSA CENTRO,IC,Mon,5.746606334841629,2.0,19,221,89,64,31,44.023741,10.136041
MILANO CENTRALE,IC,Mon,3.109170305676856,0.0,22,229,66,50,26,45.486347,9.204528
MODENA,IC,Mon,3.4465408805031448,-1.0,17,159,44,40,26,44.654461,10.930373
MOLFETTA,IC,Mon,8.044585987261147,4.0,17,157,79,55,34,41.196008,16.596793
MONTEROSSO,IC,Mon,2.8349514563106797,1.0,16,206,44,27,13,44.145967,9.649009
PALERMO CENTRALE,IC,Mon,39.3,-5.0,2,10,5,3,3,38.109187,13.367515
PAOLA,IC,Mon,7.606451612903226,-2.0,19,155,36,30,22,39.359442,16.033093
PATTI-SAN PIERO PATTI,IC,Mon,11.142857142857142,2.0,5,35,13,9,6,38.146905,14.975331
PISA CENTRALE,IC,Mon,5.254237288135593,3.0,25,236,91,65,32,43.70794,10.398183
PORDENONE,IC,Mon,0.5,-1.0,1,4,1,0,0,45.956281,12.654126
POTENZA CENTRALE,IC,Mon,9.325581395348838,3.0,4,43,20,16,12,40.629469,15.806808
PRAJA AJETA TORTORA,IC,Mon,6.174603174603175,1.0,5,63,27,26,15,39.900832,15.780628
PRATO CENTRALE,IC,Mon,4.3538461538461535,-2.0,12,130,48,42,34,43.878737,11.109252
RAPALLO,IC,Mon,23.5,15.0,3,4,4,3,3,44.351398,9.231282
REGGIO CALABRIA CENTRALE,IC,Mon,3.985294117647059,-2.0,6,68,26,15,11,38.103884,15.635844
REGGIO EMILIA,IC,Mon,6.138364779874214,2.0,17,159,64,48,28,44.697793,10.643093
RIMINI,IC,Mon,2.0254777070063694,-1.0,17,157,35,23,12,44.064176,12.574093
ROCCALUMERA MANDANICI,IC,Mon,4.0,4.0,1,1,1,0,0,37.972946,15.391411
S.AGATA M.,IC,Mon,9.857142857142858,2.0,5,35,9,7,6,38.073554,14.640622
SACILE,IC,Mon,-0.75,1.0,1,4,0,0,0,45.948413,12.498498
SANREMO,IC,Mon,12.0,14.0,6,7,7,7,4,43.821269,7.766693
SESTRI LEVANTE,IC,Mon,3.5675675675675675,1.0,22,259,90,67,33,44.27626,9.397651
SICIGNANO DEGLI ALBURNI,IC,Mon,11.232558139534884,6.0,4,43,32,24,14,40.605454,15.290904
TERME EUGANEE-ABANO-MONTEGR.,IC,Mon,9.588235294117647,-1.0,2,17,4,4,2,45.32744,11.79604
TREBISACCE,IC,Mon,8.959183673469388,6.0,4,49,35,26,12,39.865561,16.532173
TRENTO,IC,Mon,3.5,2.0,2,2,1,0,0,46.072414,11.118941
TRIESTE CENTRALE,IC,Mon,0.7647058823529411,1.0,2,17,1,1,0,45.657456,13.771873
TROPEA,IC,Mon,-2.6,-5.0,2,10,1,1,0,38.672302,15.894568
VENEZIA MESTRE,IC,Mon,4.558139534883721,-1.0,4,43,14,11,5,45.482123,12.232069
VENEZIA SANTA LUCIA,IC,Mon,0.0,-2.0,1,4,0,0,0,45.441569,12.320882
VIBO MARINA,IC,Mon,-0.2,-2.0,2,10,3,1,0,38.713731,16.120199
VILLA CASTELLI,IC,Mon,7.538461538461538,0.0,1,13,3,3,2,40.523377,17.476149
VILLA SAN GIOVANNI,IC,Mon,8.253246753246753,0.0,18,154,35,28,20,38.216638,15.634336
VOGHERA,IC,Mon,4.67741935483871,3.0,21,217,104,57,20,44.9978,9.007942
